16, 200, PA4-G-Unknown-SampleReadingsTest.txt 0
  -44.52,   -13.23,   120.53
    1.34,    26.89,    66.86
  -39.82,    41.50,   112.89
   48.95,    11.96,    96.91
   38.58,   -22.93,    50.31
    8.45,    40.73,    45.74
  -11.95,   -29.46,   -77.72
   10.13,     7.86,   -43.13
   21.19,     1.15,  -101.62
    7.55,    -4.76,   -58.74
   26.06,    17.92,   -90.28
  -34.37,    17.67,   -85.67
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -62.60,   -18.62,   139.82
  -16.74,    21.50,    86.16
  -57.90,    36.11,   132.19
   30.87,     6.57,   116.21
   20.50,   -28.32,    69.61
   -9.63,    35.34,    65.03
  -13.46,   -28.99,   -78.40
    8.79,     7.72,   -43.27
   19.94,     1.70,  -101.82
    6.16,    -4.68,   -59.05
   24.90,    18.30,   -90.25
  -35.54,    18.39,   -85.78
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -37.82,   -13.64,    99.81
    8.04,    26.48,    46.14
  -33.12,    41.09,    92.18
   55.65,    11.55,    76.19
   45.27,   -23.34,    29.59
   15.15,    40.32,    25.02
  -14.27,   -31.42,   -77.82
    8.00,     5.66,   -43.11
   18.74,    -0.67,  -101.70
    5.33,    -6.86,   -58.78
   23.67,    16.03,   -90.28
  -36.73,    15.76,   -85.34
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -24.54,   -42.19,    99.93
   21.32,    -2.07,    46.26
  -19.84,    12.54,    92.29
   68.93,   -17.00,    76.31
   58.55,   -51.89,    29.71
   28.43,    11.77,    25.13
  -15.67,   -32.00,   -79.94
    7.21,     4.88,   -45.41
   17.81,    -1.89,  -103.98
    4.34,    -7.67,   -61.02
   23.02,    14.78,   -92.64
  -37.37,    15.50,   -87.67
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -88.74,   -53.44,    91.29
  -42.87,   -13.32,    37.62
  -84.03,     1.29,    83.66
    4.73,   -28.24,    67.67
   -5.64,   -63.14,    21.07
  -35.77,     0.52,    16.50
   -9.65,   -31.27,   -77.18
   12.85,     6.01,   -42.83
   23.11,    -0.57,  -101.48
   10.07,    -6.59,   -58.42
   28.11,    16.19,   -90.17
  -32.25,    15.84,   -84.73
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -63.13,   -31.39,   117.87
  -17.27,     8.73,    64.21
  -58.43,    23.34,   110.24
   30.33,    -6.20,    94.25
   19.96,   -41.09,    47.66
  -10.17,    22.57,    43.08
   -8.22,   -30.95,   -79.70
   14.29,     5.87,   -44.86
   25.00,    -0.34,  -103.47
   11.54,    -6.58,   -60.58
   30.05,    16.29,   -91.99
  -30.36,    16.40,   -87.08
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -35.13,   -40.81,   165.80
   10.73,    -0.68,   112.14
  -30.43,    13.93,   158.17
   58.34,   -15.61,   142.18
   47.96,   -50.50,    95.59
   17.84,    13.15,    91.01
   -8.87,   -31.37,   -78.95
   13.52,     5.88,   -44.49
   24.20,    -0.85,  -103.04
   10.81,    -6.73,   -60.08
   29.19,    15.91,   -91.73
  -31.21,    15.81,   -86.75
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -28.48,   -46.62,   131.89
   17.39,    -6.49,    78.23
  -23.77,     8.11,   124.26
   64.99,   -21.42,   108.27
   54.62,   -56.31,    61.68
   24.49,     7.34,    57.10
  -10.69,   -32.11,   -78.75
   11.70,     4.69,   -43.81
   22.60,    -1.48,  -102.39
    9.01,    -7.75,   -59.54
   27.61,    15.15,   -90.89
  -32.81,    15.24,   -86.16
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -43.27,   -40.09,   160.46
    2.59,     0.04,   106.80
  -38.57,    14.64,   152.83
   50.20,   -14.89,   136.84
   39.82,   -49.78,    90.25
    9.70,    13.87,    85.67
  -13.14,   -29.21,   -79.08
   10.02,     7.62,   -44.69
   20.18,     0.91,  -103.34
    7.02,    -4.90,   -60.29
   25.48,    17.57,   -92.02
  -34.87,    18.31,   -86.60
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -93.01,   -36.16,   100.01
  -47.14,     3.96,    46.35
  -88.30,    18.57,    92.38
    0.46,   -10.97,    76.39
   -9.91,   -45.86,    29.80
  -40.04,    17.80,    25.22
  -10.53,   -28.65,   -78.16
   12.10,     8.35,   -43.60
   22.62,     1.82,  -102.20
    9.30,    -4.18,   -59.23
   27.71,    18.52,   -90.83
  -32.68,    18.67,   -85.72
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -19.24,   -17.52,   104.88
   26.62,    22.60,    51.21
  -14.54,    37.21,    97.25
   74.22,     7.68,    81.26
   63.85,   -27.22,    34.66
   33.72,    36.44,    30.09
   -8.30,   -29.87,   -77.26
   13.88,     7.46,   -42.75
   24.68,     0.79,  -101.29
   11.25,    -5.16,   -58.35
   29.58,    17.58,   -89.97
  -30.83,    17.22,   -85.08
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -31.07,   -17.42,   152.99
   14.80,    22.70,    99.33
  -26.36,    37.31,   145.36
   62.40,     7.78,   129.37
   52.03,   -27.12,    82.78
   21.90,    36.54,    78.20
  -16.26,   -28.06,   -76.79
    6.35,     8.68,   -41.95
   16.67,     2.79,  -100.66
    3.54,    -3.70,   -57.70
   21.74,    19.38,   -89.14
  -38.63,    19.24,   -83.79
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -20.41,   -36.98,   144.64
   25.45,     3.14,    90.97
  -15.71,    17.75,   137.01
   73.06,   -11.79,   121.02
   62.69,   -46.68,    74.42
   32.56,    16.98,    69.85
   -8.71,   -30.49,   -79.47
   14.10,     6.60,   -45.12
   24.52,    -0.27,  -103.71
   11.23,    -6.00,   -60.69
   29.69,    16.46,   -92.43
  -30.69,    16.87,   -87.24
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -85.67,   -45.22,    84.80
  -39.81,    -5.10,    31.14
  -80.97,     9.51,    77.17
    7.80,   -20.03,    61.19
   -2.57,   -54.92,    14.59
  -32.70,     8.74,    10.01
   -9.84,   -29.32,   -76.05
   13.26,     7.67,   -41.79
   23.44,     0.76,  -100.41
   10.28,    -4.92,   -57.35
   28.72,    17.47,   -89.15
  -31.64,    18.14,   -83.75
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -86.11,   -44.11,    85.74
  -40.24,    -3.99,    32.07
  -81.40,    10.62,    78.11
    7.36,   -18.91,    62.12
   -3.01,   -53.81,    15.52
  -33.14,     9.85,    10.95
   -7.46,   -28.36,   -77.69
   15.12,     8.24,   -42.67
   26.26,     1.91,  -101.19
   12.38,    -4.18,   -58.41
   31.37,    18.50,   -89.67
  -29.07,    19.20,   -85.26
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -17.66,   -45.63,   112.17
