8, 8, 27, 8, pa1-unknown-h-calreadings.txt
   -8.55,    -8.91, -1499.95
   -7.69,    -8.02, -1349.95
   -8.96,   141.09, -1500.84
   -8.10,   141.98, -1350.84
  141.45,    -8.51, -1500.81
  142.31,    -7.61, -1350.81
  141.04,   141.49, -1501.69
  141.90,   142.38, -1351.70
  201.06,   201.17, -1293.74
  195.53,   199.71, -1043.80
  197.05,   451.14, -1292.36
  191.53,   449.67, -1042.42
  450.96,   205.15, -1288.19
  445.44,   203.68, -1038.26
  446.96,   455.11, -1286.81
  441.44,   453.64, -1036.88
  209.00,   208.32,   208.78
  205.48,   206.74,   333.70
  202.11,   205.21,   458.68
  207.33,   333.36,   209.94
  203.72,   331.92,   334.97
  200.35,   330.38,   459.88
  205.70,   458.21,   211.41
  202.26,   456.74,   336.47
  198.59,   455.20,   461.36
  333.84,   209.92,   212.16
  330.40,   208.44,   336.98
  327.07,   207.12,   462.03
  332.39,   334.88,   213.60
  328.88,   333.56,   338.48
  325.26,   332.11,   463.43
  330.49,   459.83,   214.89
  327.15,   458.43,   339.88
  323.77,   456.82,   464.80
  458.78,   211.60,   215.66
  455.36,   210.18,   340.64
  451.94,   208.60,   465.49
  457.26,   336.60,   217.00
  453.69,   335.08,   341.95
  450.21,   333.49,   467.06
  455.52,   461.42,   218.63
  452.10,   459.90,   343.54
  448.54,   458.61,   468.22
   10.86,    -5.77, -1499.95
    9.77,    -5.19, -1349.95
    9.82,   144.23, -1500.53
    8.73,   144.80, -1350.54
  160.85,    -4.72, -1498.87
  159.77,    -4.14, -1348.87
  159.81,   145.27, -1499.45
  158.72,   145.85, -1349.46
  216.45,   208.58, -1047.58
  212.97,   206.34,  -797.61
  209.46,   458.48, -1045.43
  205.98,   456.23,  -795.47
  466.32,   215.54, -1044.04
  462.85,   213.29,  -794.08
  459.34,   465.43, -1041.89
  455.86,   463.19,  -791.93
  210.21,   211.04,   451.55
  209.46,   209.70,   576.53
  208.59,   208.02,   701.72
  207.82,   335.99,   453.30
  206.94,   334.66,   578.17
  205.92,   333.00,   703.22
  205.25,   461.00,   454.91
  204.29,   459.57,   579.93
  203.28,   457.83,   704.97
  335.33,   213.65,   452.53
  334.46,   212.20,   577.46
  333.71,   210.42,   702.52
  332.64,   338.61,   454.06
  331.73,   337.09,   579.01
  330.92,   335.44,   704.25
  330.20,   463.56,   455.79
  329.32,   462.01,   580.73
  328.38,   460.63,   705.71
  460.24,   216.34,   453.55
  459.33,   214.80,   578.49
  458.54,   213.05,   703.28
  457.56,   341.38,   454.98
  456.74,   339.59,   579.89
  456.00,   337.99,   705.02
  455.14,   466.13,   456.51
  454.24,   464.78,   581.47
  453.27,   463.05,   706.58
    7.49,     1.91, -1499.98
    6.74,     1.72, -1349.98
    6.77,   151.91, -1499.79
    6.02,   151.72, -1349.79
  157.48,     2.63, -1499.23
  156.73,     2.44, -1349.23
  156.77,   152.62, -1499.04
  156.02,   152.43, -1349.05
  215.31,   454.00, -1288.45
  209.72,   454.78, -1038.51
  220.49,   703.94, -1289.12
  214.90,   704.73, -1039.18
  465.19,   448.83, -1282.84
  459.60,   449.62, -1032.91
  470.38,   698.77, -1283.52
  464.79,   699.56, -1033.58
  211.14,   451.46,   209.92
  208.83,   452.04,   334.94
  206.59,   452.54,   459.90
  214.18,   576.26,   209.45
  212.19,   576.80,   334.32
  209.79,   577.41,   459.36
  217.36,   701.13,   208.85
  215.10,   701.95,   333.78
  213.06,   702.46,   458.78
  335.96,   448.30,   212.23
  333.95,   448.61,   337.00
  331.53,   449.30,   462.06
  339.19,   573.09,   211.64
  336.93,   573.65,   336.46
  334.70,   574.30,   461.69
  342.25,   698.03,   210.96
  340.09,   698.56,   336.18
  338.11,   699.12,   461.10
  461.00,   445.02,   214.25
  458.60,   445.57,   339.32
  456.48,   445.99,   464.17
  464.16,   569.89,   213.80
  462.04,   570.45,   338.66
  459.80,   570.96,   463.87
  467.43,   694.96,   213.40
  465.06,   695.37,   338.13
  462.91,   696.09,   463.17
    6.10,    -2.49, -1499.99
    5.49,    -2.24, -1349.99
    5.01,   147.50, -1500.24
    4.40,   147.75, -1350.24
  156.10,    -1.40, -1499.38
  155.49,    -1.15, -1349.38
  155.00,   148.60, -1499.63
  154.39,   148.85, -1349.63
  211.26,   449.65, -1050.56
  213.72,   448.21,  -800.58
  209.34,   699.64, -1049.10
  211.80,   698.19,  -799.11
  461.24,   451.59, -1053.01
  463.70,   450.14,  -803.03
  459.32,   701.58, -1051.55
  461.78,   700.13,  -801.56
  210.25,   449.84,   449.44
  211.87,   449.03,   574.29
  213.62,   448.09,   699.44
  210.26,   574.79,   450.15
  211.84,   573.92,   575.37
  213.60,   572.87,   700.33
  210.26,   699.87,   451.36
  211.84,   698.83,   576.33
  213.70,   697.86,   701.15
  335.27,   449.79,   447.67
  336.86,   448.95,   572.45
  338.73,   448.19,   697.69
  335.20,   574.92,   448.63
  337.06,   573.94,   573.67
  338.76,   573.01,   698.65
  335.08,   699.99,   449.52
  336.99,   698.89,   574.44
  338.52,   697.93,   699.37
  460.26,   450.05,   445.84
  461.88,   449.19,   570.77
  463.80,   448.22,   695.92
  460.24,   574.96,   446.67
  462.00,   573.91,   571.82
  463.67,   573.04,   696.67
  460.09,   699.92,   447.64
  461.83,   699.01,   572.79
  463.71,   698.02,   697.75
   -8.31,    -1.06, -1499.98
   -7.48,    -0.95, -1349.98
   -7.10,   148.94, -1500.09
   -6.27,   149.04, -1350.09
  141.68,    -2.27, -1500.81
  142.51,    -2.16, -1350.81
  142.89,   147.73, -1500.92
  143.72,   147.83, -1350.92
  443.34,   207.34, -1292.27
  443.15,   204.96, -1042.28
  447.23,   457.30, -1289.89
  447.05,   454.92, -1039.90
  693.31,   203.45, -1292.12
  693.12,   201.07, -1042.14
  697.20,   453.41, -1289.74
  697.02,   451.02, -1039.75
  448.84,   211.77,   210.28
  448.14,   210.50,   335.43
  447.31,   209.35,   460.46
  449.63,   336.79,   211.64
  448.92,   335.44,   336.76
  448.28,   334.36,   461.77
  450.58,   461.99,   212.85
  449.90,   460.64,   337.87
  449.24,   459.29,   462.77
  573.67,   210.97,   211.07
  572.92,   209.80,   336.25
  572.15,   208.35,   461.19
  574.64,   336.06,   212.55
  573.89,   334.58,   337.44
  573.05,   333.40,   462.39
  575.69,   461.07,   213.72
  574.90,   459.50,   338.58
  574.19,   458.47,   463.82
  698.80,   210.13,   211.84
  698.16,   208.79,   336.98
  697.10,   207.45,   461.83
  699.66,   334.94,   213.28
  698.89,   333.79,   338.22
  698.22,   332.33,   463.06
  700.57,   459.93,   214.61
  699.78,   458.84,   339.52
  698.96,   457.36,   464.57
  -13.27,     8.12, -1499.92
  -11.95,     7.31, -1349.93
  -14.48,   158.12, -1499.10
  -13.15,   157.30, -1349.10
  136.72,     9.34, -1501.24
  138.04,     8.52, -1351.25
  135.51,   159.33, -1500.42
  136.84,   158.52, -1350.43
  438.77,   221.14, -1054.25
  433.93,   226.06,  -804.35
  437.68,   471.09, -1059.19
  432.84,   476.01,  -809.29
  688.72,   222.33, -1049.44
  683.88,   227.25,  -799.53
  687.63,   472.28, -1054.37
  682.79,   477.19,  -804.47
  449.89,   211.82,   448.55
  446.35,   214.83,   573.33
  442.78,   218.18,   698.36
  450.23,   336.71,   445.27
  446.68,   339.99,   570.11
  443.32,   343.13,   695.26
  450.93,   461.76,   442.17
  447.21,   465.02,   567.14
  443.89,   468.17,   692.03
  574.78,   211.29,   451.99
  571.38,   214.64,   576.86
  567.91,   217.62,   701.89
  575.28,   336.28,   448.82
  571.64,   339.67,   573.90
  568.37,   342.65,   698.66
  575.65,   461.43,   445.57
  572.28,   464.59,   570.68
  568.69,   467.59,   695.45
  699.81,   210.94,   455.56
  696.19,   214.06,   580.34
  692.86,   217.29,   705.20
  700.26,   336.04,   452.39
  696.80,   339.06,   577.23
  693.13,   342.25,   702.08
  700.61,   460.82,   449.20
  697.33,   464.03,   574.13
  693.68,   467.14,   699.09
   14.32,    -9.01, -1499.90
   12.89,    -8.11, -1349.91
   14.51,   140.99, -1500.80
   13.07,   141.89, -1350.81
  164.31,    -9.19, -1498.47
  162.88,    -8.29, -1348.48
  164.50,   140.81, -1499.37
  163.07,   141.71, -1349.38
  462.74,   442.25, -1287.68
  454.76,   438.77, -1037.83
  465.32,   692.21, -1284.11
  457.34,   688.73, -1034.26
  712.59,   439.56, -1279.74
  704.62,   436.07, -1029.89
  715.18,   689.52, -1276.17
  707.20,   686.03, -1026.32
  449.74,   450.48,   210.76
  447.12,   447.99,   335.51
  444.22,   445.46,   460.51
  450.92,   575.66,   213.16
  448.14,   573.01,   338.11
  445.35,   570.44,   462.96
  452.11,   700.60,   215.62
  449.40,   698.12,   340.69
  446.62,   695.54,   465.70
  574.80,   449.47,   213.49
  572.13,   446.86,   338.32
  569.23,   444.18,   463.31
  575.90,   574.26,   216.02
  573.29,   571.81,   340.88
  570.51,   569.18,   465.83
  577.03,   699.30,   218.42
  574.23,   696.85,   343.55
  571.52,   694.41,   468.24
  699.93,   448.01,   216.19
  696.88,   445.59,   341.14
  694.19,   443.18,   465.96
  701.11,   573.07,   218.82
  698.04,   570.62,   343.66
  695.50,   568.20,   468.50
  702.10,   697.95,   221.36
  699.44,   695.59,   346.13
  696.49,   692.96,   470.96
   13.71,   -12.26, -1499.89
   12.34,   -11.04, -1349.90
   14.31,   137.73, -1501.11
   12.93,   138.96, -1351.12
  163.70,   -12.85, -1498.51
  162.33,   -11.62, -1348.52
  164.30,   137.15, -1499.73
  162.93,   138.37, -1349.74
  461.31,   440.17, -1048.33
  463.24,   439.88,  -798.33
  469.18,   690.05, -1048.10
  471.11,   689.76,  -798.10
  711.18,   432.30, -1050.26
  713.11,   432.01,  -800.27
  719.05,   682.18, -1050.03
  720.98,   681.89,  -800.04
  449.98,   450.53,   451.22
  451.96,   449.28,   575.97
  454.24,   448.32,   701.00
  453.44,   575.53,   452.10
  455.42,   574.37,   577.16
  457.56,   573.07,   702.16
  456.97,   700.37,   453.41
  459.01,   699.36,   578.44
  461.10,   698.13,   703.20
  574.90,   447.17,   449.02
